[06:57:06]	Г@H3NK has connected.
[20:34:55]	Александр Климов exited observer at their location.
[20:34:56]	Александр Климов entered observer.
[20:35:01]	Александр Климов exited observer at their location.
[20:35:06]	Александр Климов entered observer.
[20:35:15]	Александр Климов exited observer at their location.
[20:35:16]	Александр Климов has spawned a 'Entity [24][ix_cidterminal]'.
[20:35:18]	Александр Климов has spawned a 'Entity [24][ix_cidterminal]'.
[20:35:29]	Александр Климов ran 'drop' on item 'И.К. Гражданина' (#70)
[20:35:29]	Александр Климов has lost a 'И.К. Гражданина' #70.
[20:35:35]	Александр Климов ran 'take' on item 'И.К. Гражданина' (#70)
[20:35:35]	Александр Климов has gained a 'И.К. Гражданина' #70.
[20:37:25]	Александр Климов ran 'drop' on item 'Ящик гильз' (#125)
[20:37:25]	Александр Климов has lost a 'Ящик гильз' #125.
[20:37:27]	Александр Климов ran 'take' on item 'Ящик гильз' (#125)
[20:37:27]	Александр Климов has gained a 'Ящик гильз' #125.
[20:37:51]	Александр Климов ran 'EquipUn' on item 'M3 Super 90' (#189)
[20:40:38]	Александр Климов has spawned a 'Entity [28][ix_cidterminal]'.
[20:41:13]	Александр Климов has spawned 'models/props_combine/combine_barricade_short01a.mdl'.
[20:41:14]	Александр Климов has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[20:41:15]	Александр Климов has spawned 'models/props_combine/combine_barricade_short01a.mdl'.
[20:41:28]	Александр Климов has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[20:42:04]	Александр Климов has spawned 'models/props_combine/prison01b.mdl'.
[20:42:09]	Александр Климов has spawned 'models/props_combine/tpcontrollerscreens.mdl'.
[20:42:17]	Александр Климов has spawned 'models/props_combine/railing_corner_outside.mdl'.
[20:42:44]	Александр Климов has spawned 'models/props_combine/combine_barricade_med01a.mdl'.
[20:42:49]	Александр Климов has spawned 'models/props_combine/combine_booth_med01a.mdl'.
[20:42:57]	Александр Климов has spawned 'models/props_combine/combine_intwallunit.mdl'.
[20:43:01]	Александр Климов has spawned 'models/props_combine/combine_intmonitor003.mdl'.
[20:43:03]	Александр Климов has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[20:44:40]	֍ Aime-moi ֍ has connected.
[20:45:15]	֍ Aime-moi ֍ loaded the character 'D8.MPF-BLADE.57989'
[20:45:21]	D8.MPF-BLADE.57989 entered observer.
[20:45:27]	Александр Климов entered observer.
[20:45:27]	D8.MPF-BLADE.57989 exited observer at their location.
[20:45:33]	Александр Климов exited observer at their location.
[20:45:33]	Александр Климов entered observer.
[20:45:34]	Александр Климов exited observer at their location.
[20:45:43]	Александр Климов entered observer.
[20:45:44]	Александр Климов exited observer at their location.
[20:45:52]	D8.MPF-BLADE.57989 has spawned a 'Entity [1000][ix_cidterminal]'.
[20:46:41]	Александр Климов ran 'drop' on item 'И.К. Гражданина' (#70)
[20:46:41]	Александр Климов has lost a 'И.К. Гражданина' #70.
[20:46:47]	D8.MPF-BLADE.57989 has spawned a 'Entity [1068][ix_loyaltykiosk]'.
[20:46:49]	D8.MPF-BLADE.57989 has spawned a 'Entity [1000][ix_questgiver]'.
[20:46:58]	Александр Климов ran 'take' on item 'И.К. Гражданина' (#70)
[20:46:58]	Александр Климов has gained a 'И.К. Гражданина' #70.
[20:47:01]	Александр Климов ran 'drop' on item 'И.К. Гражданина' (#70)
[20:47:01]	Александр Климов has lost a 'И.К. Гражданина' #70.
[20:47:17]	Александр Климов ran 'ViewRecord' on item 'И.К. Гражданина' (#70)
[20:47:20]	Александр Климов ran 'take' on item 'И.К. Гражданина' (#70)
[20:47:20]	Александр Климов has gained a 'И.К. Гражданина' #70.
[20:47:40]	Г@H3NK loaded the character 'MPF-I4.51977'
[20:47:41]	MPF-I4.51977 entered observer.
[20:47:45]	MPF-I4.51977 exited observer at their location.
[20:48:27]	MPF-I4.51977 has gained a 'И.К. Гражданина' #194.
[20:48:27]	MPF-I4.51977 has created a new CID with the name Александр Климов
[20:48:51]	MPF-I4.51977 has gained a 'И.К. Гражданина' #195.
[20:48:51]	MPF-I4.51977 has created a new CID with the name Александр
[20:49:03]	MPF-I4.51977 ran 'drop' on item 'И.К. Гражданина' (#194)
[20:49:03]	MPF-I4.51977 has lost a 'И.К. Гражданина' #194.
[20:49:13]	MPF-I4.51977 ran 'drop' on item 'И.К. Гражданина' (#195)
[20:49:13]	MPF-I4.51977 has lost a 'И.К. Гражданина' #195.
[20:49:16]	MPF-I4.51977 ran 'drop' on item 'И.К. Гражданина' (#95)
[20:49:16]	MPF-I4.51977 has lost a 'И.К. Гражданина' #95.
[20:49:42]	֍ Aime-moi ֍ created the character 'MPF-RCT.20021'
[20:49:42]	MPF-RCT.20021 has gained a 'Glock' #194.
[20:49:42]	MPF-RCT.20021 has gained a 'Коробочка мелкокалиберных патронов' #195.
[20:49:42]	MPF-RCT.20021 has gained a 'Коробочка мелкокалиберных патронов' #196.
[20:49:42]	MPF-RCT.20021 has gained a 'Коробочка мелкокалиберных патронов' #197.
[20:49:42]	MPF-RCT.20021 has gained a 'Коробочка мелкокалиберных патронов' #198.
[20:49:42]	MPF-RCT.20021 has gained a 'Наручники' #199.
[20:49:46]	֍ Aime-moi ֍ loaded the character 'MPF-RCT.20021'
[20:49:47]	MPF-RCT.20021 entered observer.
[20:49:50]	MPF-RCT.20021 exited observer at their location.
[20:49:56]	MPF-RCT.20021 entered observer.
[20:49:57]	MPF-RCT.20021 exited observer at their location.
[20:49:57]	MPF-RCT.20021 entered observer.
[20:49:58]	MPF-RCT.20021 exited observer at their location.
[20:50:13]	MPF-I4.51977 ran 'Equip' on item 'Five-seveN' (#124)
[20:50:27]	MPF-I4.51977 entered observer.
[20:50:28]	MPF-I4.51977 exited observer at their location.
[20:50:33]	MPF-RCT.20021 entered observer.
[20:50:34]	MPF-RCT.20021 exited observer at their location.
[20:50:37]	MPF-RCT.20021 entered observer.
[20:51:05]	MPF-RCT.20021 has spawned 'models/c24_exterior/c24_cityposters.mdl'.
[20:51:07]	MPF-I4.51977 entered observer.
[20:51:14]	MPF-RCT.20021 has spawned 'models/c24/c24_flagpole.mdl'.
[20:51:16]	MPF-I4.51977 exited observer at their location.
[20:51:18]	MPF-RCT.20021 has spawned 'models/esther/objects/candle_clump_002.mdl'.
[20:51:19]	MPF-I4.51977 entered observer.
[20:51:20]	MPF-I4.51977 has spawned 'models/props_combine/combine_booth_short01a.mdl'.
[20:51:21]	MPF-RCT.20021 has spawned 'models/rocks/wallpipes64.mdl'.
[20:51:26]	MPF-RCT.20021 has spawned 'models/c24_exterior/c24_combine_bridge_ext1_part2.mdl'.
[20:51:29]	MPF-RCT.20021 has spawned 'models/c24_exterior/c24_combine_bridge_ext2_part1.mdl'.
[20:51:32]	MPF-I4.51977 exited observer at their location.
[20:51:33]	MPF-I4.51977 has spawned a 'Entity [28][ix_cidterminal]'.
[20:51:33]	MPF-RCT.20021 has spawned 'models/c24_exterior/c24_combine_bridge_topplatform.mdl'.
[20:51:35]	MPF-RCT.20021 has spawned 'models/c24_exterior/c24_d2_monument.mdl'.
[20:51:37]	MPF-I4.51977 has spawned a 'Entity [1073][ix_cidterminal]'.
[20:51:40]	MPF-I4.51977 has spawned a 'Entity [28][ix_cidterminal]'.
[20:51:49]	MPF-RCT.20021 exited observer at their location.
[20:51:50]	MPF-RCT.20021 entered observer.
[20:51:53]	MPF-I4.51977 entered observer.
[20:51:59]	MPF-I4.51977 exited observer at their location.
[20:52:00]	MPF-RCT.20021 used command '/BecomeClass I4'.
[20:52:01]	MPF-RCT.20021 exited observer at their location.
[20:52:01]	MPF-RCT.20021 entered observer.
[20:52:02]	MPF-RCT.20021 exited observer at their location.
[20:52:24]	MPF-RCT.20021 used command '/CharSetName MPF MPF-I4.20021'.
[20:52:41]	MPF-I4.20021 has gained 100 tokens.
[20:54:02]	MPF-I4.51977 used command '/CharSetName MPF-I4.20021 MPF-I4.51977'.
[20:54:07]	MPF-I4.20021 used command '/CharSetName MPF-RCT.20021 MPF-I4.20021'.
[20:54:34]	֍ Aime-moi ֍ (STEAM_0:0:424879351) deleted character 'MPF-I4.20021'
[20:54:46]	֍ Aime-moi ֍ created the character 'MPF-RCT.04383'
[20:54:46]	MPF-RCT.04383 has gained a 'Glock' #194.
[20:54:46]	MPF-RCT.04383 has gained a 'Коробочка мелкокалиберных патронов' #195.
[20:54:46]	MPF-RCT.04383 has gained a 'Коробочка мелкокалиберных патронов' #196.
[20:54:46]	MPF-RCT.04383 has gained a 'Коробочка мелкокалиберных патронов' #197.
[20:54:46]	MPF-RCT.04383 has gained a 'Коробочка мелкокалиберных патронов' #198.
[20:54:46]	MPF-RCT.04383 has gained a 'Наручники' #199.
[20:54:46]	֍ Aime-moi ֍ loaded the character 'MPF-RCT.04383'
[20:54:48]	MPF-RCT.04383 entered observer.
[20:54:51]	MPF-RCT.04383 exited observer at their location.
[20:55:00]	MPF-RCT.04383 entered observer.
[20:55:06]	MPF-I4.51977 ran 'EquipUn' on item 'Five-seveN' (#124)
[20:55:08]	MPF-I4.51977 ran 'Toggle' on item 'Портативная рация' (#39)
[20:55:10]	MPF-I4.51977 ran 'Toggle' on item 'Портативная рация' (#39)
[20:55:11]	MPF-RCT.04383 has spawned 'models/c24_exterior/c24_smallfountain.mdl'.
[20:55:15]	MPF-RCT.04383 has spawned 'models/props_fortifications/barricade_burning_02.mdl'.
[20:55:18]	MPF-I4.51977 entered observer.
[20:55:20]	MPF-RCT.04383 has spawned 'models/props_unique/wooden_barricade.mdl'.
[20:55:22]	MPF-RCT.04383 has spawned 'models/props_unique/spawn_apartment/lantern.mdl'.
[20:55:24]	MPF-RCT.04383 has spawned 'models/rocks/wallpipescorner.mdl'.
[20:55:25]	MPF-RCT.04383 has spawned 'models/spire/pipes/s_pipeset1_corner1.mdl'.
[20:55:31]	MPF-RCT.04383 has spawned 'models/c24_exterior/c24_bar_ext.mdl'.
[20:55:33]	MPF-I4.51977 exited observer at their location.
[20:55:37]	MPF-I4.51977 has spawned 'models/props_c17/door01_left.mdl'.
[20:55:37]	MPF-RCT.04383 has spawned 'models/c24/metal_stairs_64.mdl'.
[20:55:38]	MPF-RCT.04383 has spawned 'models/c24_exterior/c24_cityposters.mdl'.
[20:55:46]	MPF-I4.51977 entered observer.
[20:55:48]	MPF-I4.51977 exited observer at their location.
[20:55:52]	MPF-RCT.04383 exited observer at their location.
[20:56:33]	MPF-RCT.04383 used command '/BecomeClass Elite_metropolice'.
[20:57:41]	MPF-I4.51977 has gained 100 tokens.
[20:58:03]	MPF-EpU.20021 used command '/CharSetName MPF-RCT.04383 MPF-EpU.20021'.
[20:58:15]	MPF-I4.51977 entered observer.
[20:58:20]	MPF-I4.51977 exited observer at their location.
[20:58:21]	MPF-EpU.20021 used command '/CharEditBodygroup'.
[20:58:27]	MPF-EpU.20021 used command '/CharEditBodygroup EpU'.
[20:58:45]	MPF-EpU.20021 has changed MPF-EpU.20021's bodygroups.
[20:59:29]	MPF-EpU.20021 used command '/BecomeClass RL'.
[20:59:46]	MPF-EpU.20021 has gained 100 tokens.
[21:00:10]	MPF-RL.20021 used command '/CharSetName MPF-EpU.20021 MPF-RL.20021'.
[21:00:38]	MPF-RL.20021 ran 'Equip' on item 'Glock' (#194)
[21:00:39]	MPF-RL.20021 ran 'use' on item 'Коробочка мелкокалиберных патронов' (#195)
[21:00:40]	MPF-RL.20021 ran 'use' on item 'Коробочка мелкокалиберных патронов' (#196)
[21:00:41]	MPF-RL.20021 ran 'use' on item 'Коробочка мелкокалиберных патронов' (#197)
[21:00:41]	MPF-RL.20021 ran 'use' on item 'Коробочка мелкокалиберных патронов' (#198)
[21:00:49]	MPF-I4.51977 used command '/CharGiveItem MPF-I4 zip-tie'.
[21:00:55]	MPF-I4.51977 has gained a 'Наручники' #200.
[21:00:55]	MPF-I4.51977 used command '/CharGiveItem MPF-I4 zip_tie'.
[21:01:03]	MPF-I4.51977 ran 'drop' on item 'Наручники' (#200)
[21:01:03]	MPF-I4.51977 has lost a 'Наручники' #200.
[21:01:29]	MPF-I4.51977 ran 'take' on item 'Наручники' (#200)
[21:01:29]	MPF-I4.51977 has gained a 'Наручники' #200.
[21:03:07]	MPF-I4.51977 has spawned 'models/props_combine/combine_interface003.mdl'.
[21:03:14]	MPF-I4.51977 has spawned 'models/props_combine/combine_interface001.mdl'.
[21:03:31]	MPF-I4.51977 has spawned 'models/props_combine/combine_smallmonitor001.mdl'.
[21:03:41]	MPF-I4.51977 entered observer.
[21:03:44]	MPF-I4.51977 exited observer at their location.
[21:03:54]	MPF-I4.51977 has spawned 'models/props_combine/breenconsole.mdl'.
[21:04:13]	MPF-I4.51977 ran 'Toggle' on item 'Портативная рация' (#39)
[21:04:52]	MPF-I4.51977 has spawned 'models/props_combine/combine_bunker_shield01a.mdl'.
[21:04:57]	MPF-I4.51977 has spawned 'models/props_combine/combine_generator01.mdl'.
[21:04:58]	MPF-RL.20021 has taken 10 damage from prop_physics leaving them at 98 HP!
[21:04:58]	MPF-RL.20021 has taken 10 damage from prop_physics.
[21:05:12]	MPF-I4.51977 has spawned 'models/props_combine/railing_128.mdl'.
[21:05:40]	MPF-I4.51977 has spawned 'models/props_combine/railing_128.mdl'.
[21:06:02]	MPF-I4.51977 has spawned 'models/props_combine/railing_corner_outside.mdl'.
[21:06:25]	MPF-I4.51977 has gained 100 tokens.
[21:06:25]	MPF-RL.20021 has gained 100 tokens.
[21:07:09]	MPF-I4.51977 has spawned 'models/props_combine/combine_interface003.mdl'.
[21:07:10]	MPF-I4.51977 has spawned 'models/props_combine/combine_interface002.mdl'.
[21:07:12]	MPF-I4.51977 has spawned 'models/props_combine/combine_interface002.mdl'.
[21:07:27]	MPF-I4.51977 has spawned 'models/props_combine/combine_smallmonitor001.mdl'.
[21:07:37]	MPF-I4.51977 has spawned 'models/props_combine/combine_intwallunit.mdl'.
[21:08:00]	MPF-I4.51977 has spawned 'models/props_combine/combine_intmonitor003.mdl'.
[21:08:09]	MPF-I4.51977 has spawned 'models/props_combine/combine_intmonitor003.mdl'.
[21:08:52]	C17.MPF-OBS-20021 used command '/CharSetName MPF-RL C17.MPF-OBS-20021'.
[21:08:59]	C17.MPF-OBS-20021 used command '/CharDesc'.
[21:09:14]	MPF-I4.51977 ran 'Equip' on item 'FAMAS' (#90)
[21:09:34]	MPF-I4.51977 used command '/ActStand'.
[21:09:45]	MPF-I4.51977 used command '/ExitAct'.
[21:09:46]	C17.MPF-OBS-20021 entered observer.
[21:09:47]	MPF-I4.51977 used command '/ActStand 2'.
[21:09:48]	MPF-I4.51977 used command '/ActStand 3'.
[21:09:50]	MPF-I4.51977 used command '/ActStand 4'.
[21:09:50]	MPF-I4.51977 used command '/ActStand 1'.
[21:10:02]	C17.MPF-OBS-20021 exited observer at their location.
[21:10:09]	C17.MPF-OBS-20021 used command '/ActDeny'.
[21:10:14]	MPF-I4.51977 used command '/ExitAct'.
[21:10:15]	C17.MPF-OBS-20021 used command '/ActDeny'.
[21:10:23]	C17.MPF-OBS-20021 used command '/ActMotion'.
[21:10:26]	MPF-I4.51977 used command '/ActMotion'.
[21:10:36]	C17.MPF-OBS-20021 used command '/ActLean'.
[21:10:39]	MPF-I4.51977 used command '/ActMotion 2'.
[21:10:40]	C17.MPF-OBS-20021 used command '/ActLean'.
[21:10:45]	C17.MPF-OBS-20021 used command '/ActLean'.
[21:10:46]	MPF-I4.51977 used command '/ActMotion 2'.
[21:10:51]	C17.MPF-OBS-20021 used command '/ExitAct'.
[21:11:01]	C17.MPF-OBS-20021 used command '/ActLean'.
[21:11:25]	MPF-I4.51977 has gained 100 tokens.
[21:11:25]	C17.MPF-OBS-20021 has gained 100 tokens.
[21:14:07]	C17.MPF-OBS-20021 used command '/ExitAct'.
[21:14:19]	C17.MPF-OBS-20021 used command '/ActThreat'.
[21:14:22]	C17.MPF-OBS-20021 used command '/ExitAct'.
[21:14:23]	C17.MPF-OBS-20021 used command '/ExitAct'.
[21:14:30]	C17.MPF-OBS-20021 used command '/ActThreat'.
[21:14:34]	C17.MPF-OBS-20021 used command '/ExitAct'.
[21:14:35]	C17.MPF-OBS-20021 used command '/ExitAct'.
[21:14:44]	MPF-I4.51977 used command '/ActThreat'.
[21:14:51]	MPF-I4.51977 used command '/ActThreat'.
[21:15:10]	MPF-I4.51977 has enabled persistence for 'models/props_combine/railing_128.mdl'.
[21:15:11]	MPF-I4.51977 has enabled persistence for 'models/props_combine/railing_corner_outside.mdl'.
[21:15:12]	MPF-I4.51977 has enabled persistence for 'models/props_combine/combine_interface002.mdl'.
[21:15:13]	MPF-I4.51977 has enabled persistence for 'models/props_combine/combine_intmonitor003.mdl'.
[21:15:15]	MPF-I4.51977 has enabled persistence for 'models/props_combine/combine_intwallunit.mdl'.
[21:15:53]	MPF-I4.51977 ran 'EquipUn' on item 'FAMAS' (#90)
[21:15:54]	MPF-I4.51977 ran 'Equip' on item 'Five-seveN' (#124)
[21:16:02]	MPF-I4.51977 has spawned a 'Entity [1098][item_ammo_smg1_large]'.
[21:16:25]	MPF-I4.51977 used command '/ActStand'.
[21:16:37]	֍ Aime-moi ֍ loaded the character 'Артем Каллов'
[21:16:40]	Артем Каллов entered observer.
[21:16:47]	Артем Каллов exited observer at their location.
[21:17:25]	MPF-I4.51977 used command '/ExitAct'.
[21:17:38]	MPF-I4.51977 used command '/ActMotion 2'.
[21:17:58]	Артем Каллов has taken 21.127063751221 damage from MPF-I4.51977 using arccw_fiveseven leaving them at 77 HP!
[21:17:58]	Артем Каллов has taken 21 damage from MPF-I4.51977.
[21:17:58]	Артем Каллов has taken 21.243528366089 damage from MPF-I4.51977 using arccw_fiveseven leaving them at 56 HP!
[21:17:58]	Артем Каллов has taken 21 damage from MPF-I4.51977.
[21:17:58]	Артем Каллов has taken 16.208396911621 damage from MPF-I4.51977 using arccw_fiveseven leaving them at 40 HP!
[21:17:58]	Артем Каллов has taken 16 damage from MPF-I4.51977.
[21:18:02]	Артем Каллов has taken 20.144414901733 damage from MPF-I4.51977 using arccw_fiveseven leaving them at 20 HP!
[21:18:02]	Артем Каллов has taken 20 damage from MPF-I4.51977.
[21:18:04]	Артем Каллов has taken 14.47681427002 damage from MPF-I4.51977 using arccw_fiveseven leaving them at 5 HP!
[21:18:04]	Артем Каллов has taken 14 damage from MPF-I4.51977.
[21:18:13]	Артем Каллов entered observer.
[21:18:16]	Артем Каллов exited observer at their location.
[21:18:25]	Артем Каллов entered observer.
[21:18:26]	Артем Каллов exited observer at their location.
[21:18:28]	MPF-I4.51977 has taken 21.806131362915 damage from Артем Каллов using arccw_fiveseven leaving them at 96 HP!
[21:18:28]	MPF-I4.51977 has taken 22 damage from Артем Каллов.
[21:18:29]	MPF-I4.51977 has taken 21.908708572388 damage from Артем Каллов using arccw_fiveseven leaving them at 91 HP!
[21:18:29]	MPF-I4.51977 has taken 22 damage from Артем Каллов.
[21:18:33]	Артем Каллов entered observer.
[21:18:36]	MPF-I4.51977 has gained 100 tokens.
[21:18:44]	Артем Каллов exited observer at their location.
[21:18:49]	Артем Каллов has spawned a 'Entity [1003][arccw_ammo_pistol_large]'.
[21:18:52]	Артем Каллов has spawned a 'Entity [1003][arccw_ammo_pistol_large]'.
[21:18:54]	Артем Каллов has spawned a 'Entity [1003][arccw_ammo_ar2_large]'.
[21:18:56]	Артем Каллов has spawned a 'Entity [1003][arccw_ammo_357_large]'.
[21:19:02]	Артем Каллов has spawned a 'Entity [1003][item_ammo_pistol]'.
[21:19:04]	Артем Каллов has spawned a 'Entity [1003][item_ammo_pistol_large]'.
[21:19:09]	Артем Каллов entered observer.
[21:19:14]	Артем Каллов exited observer at their location.
[21:19:17]	Артем Каллов has spawned a 'Entity [1003][arccw_ammo_357_large]'.
[21:19:19]	Артем Каллов has spawned a 'Entity [1003][arccw_ammo_smg1_large]'.
[21:19:20]	Артем Каллов entered observer.
[21:19:26]	Артем Каллов exited observer at their location.
[21:19:28]	MPF-I4.51977 has taken 22.131811141968 damage from Артем Каллов using arccw_fiveseven leaving them at 87 HP!
[21:19:28]	MPF-I4.51977 has taken 22 damage from Артем Каллов.
[21:19:41]	Артем Каллов has taken 23.443349838257 damage from MPF-I4.51977 using arccw_fiveseven leaving them at -18 HP!
[21:19:41]	Артем Каллов has taken 23 damage from MPF-I4.51977.
[21:19:41]	Артем Каллов was killed by MPF-I4.51977 using arccw_fiveseven
[21:19:41]	MPF-I4.51977 has killed Артем Каллов with arccw_fiveseven.
[21:19:59]	Артем Каллов entered observer.
[21:20:01]	Артем Каллов exited observer at their location.
[21:20:03]	MPF-I4.51977 has taken 19.388687133789 damage from Артем Каллов using arccw_bizon leaving them at 83 HP!
[21:20:03]	MPF-I4.51977 has taken 19 damage from Артем Каллов.
[21:20:04]	MPF-I4.51977 has taken 19.249668121338 damage from Артем Каллов using arccw_bizon leaving them at 79 HP!
[21:20:04]	MPF-I4.51977 has taken 19 damage from Артем Каллов.
[21:20:04]	MPF-I4.51977 has taken 19.312683105469 damage from Артем Каллов using arccw_bizon leaving them at 70 HP!
[21:20:04]	MPF-I4.51977 has taken 19 damage from Артем Каллов.
[21:20:11]	MPF-I4.51977 ran 'Equip' on item 'FAMAS' (#90)
[21:20:18]	Артем Каллов has taken 33.404754638672 damage from MPF-I4.51977 using arccw_famas leaving them at 66 HP!
[21:20:18]	Артем Каллов has taken 33 damage from MPF-I4.51977.
[21:20:18]	MPF-I4.51977 has taken 18.525463104248 damage from Артем Каллов using arccw_bizon leaving them at 51 HP!
[21:20:18]	MPF-I4.51977 has taken 19 damage from Артем Каллов.
[21:20:19]	MPF-I4.51977 has taken 18.458793640137 damage from Артем Каллов using arccw_bizon leaving them at 33 HP!
[21:20:19]	MPF-I4.51977 has taken 18 damage from Артем Каллов.
[21:20:21]	Артем Каллов has taken 33.302764892578 damage from MPF-I4.51977 using arccw_famas leaving them at 33 HP!
[21:20:21]	Артем Каллов has taken 33 damage from MPF-I4.51977.
[21:20:21]	MPF-I4.51977 has taken 18.296775817871 damage from Артем Каллов using arccw_bizon leaving them at 15 HP!
[21:20:21]	MPF-I4.51977 has taken 18 damage from Артем Каллов.
[21:20:21]	Артем Каллов has taken 33.254104614258 damage from MPF-I4.51977 using arccw_famas leaving them at 0 HP!
[21:20:21]	Артем Каллов has taken 33 damage from MPF-I4.51977.
[21:20:21]	Артем Каллов was killed by MPF-I4.51977 using arccw_famas
[21:20:21]	MPF-I4.51977 has killed Артем Каллов with arccw_famas.
[21:20:37]	Артем Каллов entered observer.
[21:20:40]	Артем Каллов exited observer at their location.
[21:20:52]	Артем Каллов has taken 34.09888458252 damage from MPF-I4.51977 using arccw_famas leaving them at 66 HP!
[21:20:52]	Артем Каллов has taken 34 damage from MPF-I4.51977.
[21:20:53]	Артем Каллов has taken 340.91903686523 damage from MPF-I4.51977 using arccw_famas leaving them at -275 HP!
[21:20:53]	Артем Каллов has taken 341 damage from MPF-I4.51977.
[21:20:53]	Артем Каллов was killed by MPF-I4.51977 using arccw_famas
[21:20:53]	MPF-I4.51977 has killed Артем Каллов with arccw_famas.
[21:20:59]	MPF-I4.51977 entered observer.
[21:21:00]	MPF-I4.51977 exited observer at their location.
[21:21:10]	Артем Каллов entered observer.
[21:21:14]	Артем Каллов exited observer at their location.
[21:21:20]	Артем Каллов entered observer.
[21:21:24]	Артем Каллов exited observer at their location.
[21:21:29]	MPF-I4.51977 has spawned a 'Entity [28][ix_vendor]'.
[21:21:29]	MPF-I4.51977 has spawned a 'Entity [1003][ix_cidterminal]'.
[21:21:31]	Артем Каллов has spawned a 'Entity [28][ix_loyaltykiosk]'.
[21:21:37]	Артем Каллов ran 'drop' on item 'И.К. Гражданина' (#127)
[21:21:37]	Артем Каллов has lost a 'И.К. Гражданина' #127.
[21:21:43]	Артем Каллов ran 'ViewRecord' on item 'И.К. Гражданина' (#127)
[21:21:47]	Артем Каллов ran 'take' on item 'И.К. Гражданина' (#127)
[21:21:47]	Артем Каллов has gained a 'И.К. Гражданина' #127.
[21:22:04]	Артем Каллов entered observer.
[21:22:05]	Артем Каллов exited observer at their location.
[21:22:09]	MPF-I4.51977 has gained a 'И.К. Гражданина' #201.
[21:22:09]	MPF-I4.51977 has created a new CID with the name Артем Калов
[21:22:17]	MPF-I4.51977 ran 'drop' on item 'И.К. Гражданина' (#201)
[21:22:17]	MPF-I4.51977 has lost a 'И.К. Гражданина' #201.
[21:22:20]	MPF-I4.51977 has taken 13.741302490234 damage from Артем Каллов using ix_hands leaving them at 1 HP!
[21:22:20]	MPF-I4.51977 has taken 14 damage from Артем Каллов.
[21:22:20]	Артем Каллов destroyed a 'И.К. Гражданина' #201.
[21:22:20]	Артем Каллов entered observer.
[21:22:21]	Артем Каллов exited observer at their location.
[21:22:44]	Артем Каллов entered observer.
[21:22:44]	Артем Каллов exited observer at their location.
[21:22:46]	MPF-I4.51977 has taken 24.919368743896 damage from Артем Каллов using arccw_mp5 leaving them at -24 HP!
[21:22:46]	MPF-I4.51977 has taken 25 damage from Артем Каллов.
[21:22:46]	MPF-I4.51977 was killed by Артем Каллов using arccw_mp5
[21:22:46]	Артем Каллов has killed MPF-I4.51977 with arccw_mp5.
[21:22:47]	Артем Каллов entered observer.
[21:22:47]	Артем Каллов exited observer at their location.
[21:23:04]	MPF-I4.51977 entered observer.
[21:23:07]	Артем Каллов entered observer.
[21:23:09]	MPF-I4.51977 exited observer at their location.
[21:23:15]	Артем Каллов exited observer at their location.
[21:23:16]	Артем Каллов entered observer.
[21:23:16]	Артем Каллов exited observer at their location.
[21:23:17]	MPF-I4.51977 has spawned a 'Entity [1107][ix_cidterminal]'.
[21:23:22]	Артем Каллов entered observer.
[21:23:33]	MPF-I4.51977 has taken 87.920028686523 damage from Артем Каллов using ix_hands leaving them at 82 HP!
[21:23:33]	MPF-I4.51977 has taken 88 damage from Артем Каллов.
[21:23:36]	MPF-I4.51977 has gained 100 tokens.
[21:23:45]	MPF-I4.51977 ran 'Equip' on item 'Five-seveN' (#124)
[21:23:50]	Артем Каллов exited observer at their location.
[21:23:54]	MPF-I4.51977 has spawned a 'Entity [1111][item_ammo_smg1]'.
[21:23:54]	MPF-I4.51977 has spawned a 'Entity [1172][item_ammo_smg1_large]'.
[21:23:54]	MPF-I4.51977 has spawned a 'Entity [1173][item_ammo_smg1_large]'.
[21:23:54]	MPF-I4.51977 has spawned a 'Entity [1174][item_ammo_smg1_large]'.
[21:23:55]	Артем Каллов entered observer.
[21:23:55]	Артем Каллов exited observer at their location.
[21:23:55]	Артем Каллов entered observer.
[21:23:56]	Артем Каллов exited observer at their location.
[21:23:56]	Артем Каллов entered observer.
[21:23:57]	Артем Каллов exited observer at their location.
[21:23:58]	MPF-I4.51977 has taken 24.659954071045 damage from Артем Каллов using arccw_galil556 leaving them at 77 HP!
[21:23:58]	MPF-I4.51977 has taken 25 damage from Артем Каллов.
[21:23:59]	MPF-I4.51977 entered observer.
[21:24:00]	Артем Каллов entered observer.
[21:24:00]	Артем Каллов exited observer at their location.
[21:24:02]	Артем Каллов entered observer.
[21:24:06]	MPF-I4.51977 exited observer at their location.
[21:24:16]	Артем Каллов exited observer at their location.
[21:24:17]	MPF-I4.51977 has taken 24.913568496704 damage from Артем Каллов using arccw_galil556 leaving them at 62 HP!
[21:24:17]	MPF-I4.51977 has taken 25 damage from Артем Каллов.
[21:24:20]	Артем Каллов entered observer.
[21:24:20]	Артем Каллов exited observer at their location.
[21:24:32]	Артем Каллов entered observer.
[21:24:32]	Артем Каллов exited observer at their location.
[21:24:40]	MPF-I4.51977 entered observer.
[21:24:43]	Артем Каллов entered observer.
[21:24:44]	Артем Каллов exited observer at their location.
[21:24:45]	MPF-I4.51977 exited observer at their location.
[21:24:45]	Артем Каллов entered observer.
